bash: warning: setlocale: LC_ALL: cannot change locale (en_US.UTF-8)
NVIDIA H200, 580.159.03, 143771 MiB, 9.0
[run_on_vast] reusing venv at /workspace/kakeya-r1c/.venv-vast
[run_on_vast] torch + transformers already importable; skipping install
[run_on_vast] torch=2.11.0+cu128 cuda_available=True cuda=12.8
[run_on_vast] device0=NVIDIA H200
[run_on_vast] transformers=4.57.6
[run_on_vast] launching toy: --model google/gemma-3-1b-it --cross-attn-depth 20 --sink 4 --window 64 --num-heads 16 --head-dim 128 --train-steps 6000 --o-proj-init-std 0.01 --lr 3e-4 --n-train 200 --n-eval 50 --eval-every 200 --haystack-min-tokens 256 --haystack-max-tokens 1024 --needle-debug-mode small --output results/research/cross_attn_toy_vast_needle_small_long6000.json
[toy] loading google/gemma-3-1b-it
[toy] device=cuda
[toy] generating 200 train + 50 eval NIAH samples; needle vocab=small (20 distinct answers)
[toy] pre-train eval (full eval set, all 3 baselines)
[toy] pre-train: oracle=1.000  bounded_baseline=0.000  cross_attn=0.000
[toy] training 6000 steps
[toy] step=10  loss(avg10)=5.3807
[toy] step=5540  loss(avg10)=0.2460
[toy] step=5550  loss(avg10)=0.0202
[toy] step=5560  loss(avg10)=0.2243
[toy] step=5570  loss(avg10)=0.4149
[toy] step=5580  loss(avg10)=0.2973
[toy] step=5590  loss(avg10)=0.3342
[toy] step=5600  loss(avg10)=0.1557
[toy] step=5600  cross_attn=0.100  bounded_baseline=0.000
[toy] step=5610  loss(avg10)=0.2806
[toy] step=5620  loss(avg10)=0.1482
[toy] step=5630  loss(avg10)=0.1050
[toy] step=5640  loss(avg10)=0.0476
[toy] step=5650  loss(avg10)=0.2130
[toy] step=5660  loss(avg10)=0.1215
[toy] step=5670  loss(avg10)=0.0735
[toy] step=5680  loss(avg10)=0.2284
[toy] step=5690  loss(avg10)=0.1878
[toy] step=5700  loss(avg10)=0.2499
[toy] step=5710  loss(avg10)=0.3144
[toy] step=5720  loss(avg10)=0.2541
[toy] step=5730  loss(avg10)=0.1163
[toy] step=5740  loss(avg10)=0.1269
[toy] step=5750  loss(avg10)=0.2720
[toy] step=5760  loss(avg10)=0.1498
[toy] step=5770  loss(avg10)=0.2789
[toy] step=5780  loss(avg10)=0.2637
[toy] step=5790  loss(avg10)=0.1429
[toy] step=5800  loss(avg10)=0.5084
[toy] step=5800  cross_attn=0.100  bounded_baseline=0.000
[toy] step=5810  loss(avg10)=0.2377
[toy] step=5820  loss(avg10)=0.2942
[toy] step=5830  loss(avg10)=0.2025
[toy] step=5840  loss(avg10)=0.1563
[toy] step=5850  loss(avg10)=0.5116
[toy] step=5860  loss(avg10)=0.3369
[toy] step=5870  loss(avg10)=0.4411
[toy] step=5880  loss(avg10)=0.1862
[toy] step=5890  loss(avg10)=0.3518
[toy] step=5900  loss(avg10)=0.2691
[toy] step=5910  loss(avg10)=0.2882
[toy] step=5920  loss(avg10)=0.1406
[toy] step=5930  loss(avg10)=0.2436
[toy] step=5940  loss(avg10)=0.4774
[toy] step=5950  loss(avg10)=0.1663
[toy] step=5960  loss(avg10)=0.2852
[toy] step=5970  loss(avg10)=0.2868
[toy] step=5980  loss(avg10)=0.0434
[toy] step=5990  loss(avg10)=0.3337
[toy] step=6000  loss(avg10)=0.4863
[toy] step=6000  cross_attn=0.200  bounded_baseline=0.000
[toy] training done in 1402.4s
[toy] final eval on full eval set (all 3 baselines)
[toy] FINAL: oracle=1.000  bounded_baseline=0.000  cross_attn=0.140
[toy] Gate G-X1 predicates: oracle≥0.80 (1.000) -> OK  |  bounded≤0.30 (0.000) -> OK  |  cross≥0.80 (0.140) -> FAIL
[toy] Gate G-X1 overall: FAIL
[toy] report -> results/research/cross_attn_toy_vast_needle_small_long6000.json
